group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
6,ENSG00000100979,23.227398,5.600018,2.4076739790639476e-119,3.7441519168970804e-116,0.731829573934837,0.12394689813632882
6,ENSG00000137491,23.099493,6.6202726,4.684612230577272e-118,6.677914734687902e-115,0.7017543859649122,0.04263466938983916
6,ENSG00000004799,22.579443,3.6195576,6.901188448318322e-113,9.080902276687171e-110,0.8295739348370927,0.4100076589226449
6,ENSG00000180353,22.506805,5.4532733,3.5601481127763193e-112,4.349992401225123e-109,0.7042606516290727,0.08309931069696196
6,ENSG00000184060,22.279348,6.409271,5.860429583867908e-110,6.683233897442962e-107,0.6791979949874687,0.04237937196834312
6,ENSG00000105609,22.166893,6.569113,7.169056567268101e-109,7.664617602480509e-106,0.6766917293233082,0.047995915241256064
6,ENSG00000122862,22.11736,5.407267,2.1515692940173934e-108,2.16498496138009e-105,0.6992481203007519,0.08897115139137095
6,ENSG00000104870,21.720205,4.5145626,1.3218685865644827e-104,1.2562157800984466e-101,0.7117794486215538,0.18675006382435538
6,ENSG00000019582,21.70101,4.472621,2.0070814908990323e-104,1.8070071570167813e-101,0.7418546365914787,0.24495787592545315
6,ENSG00000146192,21.102007,6.3039055,7.62319494350339e-99,6.52011863517845e-96,0.6441102756892231,0.04008169517487874
7,ENSG00000048540,28.42006,4.2813525,1.142897706071261e-177,1.9550408160054993e-173,0.8656126482213439,0.2257020836029507
7,ENSG00000179915,28.22155,3.797201,3.1814829805475245e-175,2.721122393262298e-171,0.9150197628458498,0.2975281480522842
7,ENSG00000169855,26.469383,3.2169983,2.1831315823443545e-154,1.244821628252751e-150,0.8913043478260869,0.3908373236702472
7,ENSG00000196776,26.426243,2.8102124,6.843901009172949e-154,2.926794266572812e-150,0.9011857707509882,0.5212889866701178
7,ENSG00000078699,25.874714,2.8718677,1.28282518793949e-147,4.3888015329785833e-144,0.8992094861660079,0.5624433803546007
7,ENSG00000154277,25.510292,2.877237,1.5154976509974133e-143,4.320683802993626e-140,0.9624505928853755,0.5277598032871749
7,ENSG00000153721,25.141693,3.2148147,1.742091000239384e-139,4.257172664299272e-136,0.8794466403162056,0.3556360812734567
7,ENSG00000105426,24.822594,2.4043627,5.113214123265465e-136,1.093333009907238e-132,0.9090909090909091,0.5693024459686813
7,ENSG00000144485,23.46236,3.3629446,9.886688643818232e-122,1.8791299549017185e-118,0.7786561264822134,0.2640093179759286
7,ENSG00000139352,22.502903,3.2780938,3.887639539100211e-112,6.650196195584821e-109,0.7905138339920948,0.27293904490746734
7,ENSG00000016082,21.918852,4.4920115,1.717357748391416e-106,2.670647422180324e-103,0.6383399209486166,0.09589750226478581
7,ENSG00000155511,21.445812,4.233722,4.996640004543947e-102,7.122710326477396e-99,0.6304347826086957,0.09628575126180924
7,ENSG00000124766,21.130083,2.622522,4.2080980583682454e-99,5.537209645111323e-96,0.8122529644268774,0.4278503947198136
7,ENSG00000067057,20.920607,2.4710987,3.476630742881592e-97,4.2479461062666084e-94,0.7984189723320159,0.40623786721884303
7,ENSG00000173404,20.665182,2.7777364,7.128906652482384e-95,8.129805146490911e-92,0.7747035573122529,0.32651740649669986
7,ENSG00000130147,20.35923,2.5487757,3.845767810744527e-92,4.111606510662243e-89,0.7569169960474308,0.3417885337129546
7,ENSG00000072832,19.543259,2.7719023,4.7078372667990604e-85,4.737192016815572e-82,0.6837944664031621,0.2431732884690048
7,ENSG00000171316,19.5218,2.3689086,7.166908786478053e-85,6.810952316749643e-82,0.7529644268774703,0.3590009059143264
7,ENSG00000137942,19.502455,2.1911726,1.046384350175967e-84,9.420763523215839e-82,0.766798418972332,0.42797981105215477
7,ENSG00000183049,19.242752,2.67995,1.6235393577944224e-82,1.3886132127215695e-79,0.6936758893280632,0.26530348129933995
8,ENSG00000137804,37.132214,5.639361,8.490978574224908e-302,1.4524667949069128e-297,0.9278996865203761,0.14272547728768928
8,ENSG00000122966,32.87594,5.413902,4.852647120883919e-237,3.346031044539905e-233,0.8244514106583072,0.08281764318630679
8,ENSG00000013810,32.870163,4.9031763,5.868170895369878e-237,3.346031044539905e-233,0.8448275862068966,0.12363396971691902
8,ENSG00000122952,32.413925,4.718048,1.7470151774549782e-230,7.471110406386215e-227,0.841692789968652,0.12547728768926925
8,ENSG00000131747,30.20291,5.585775,2.1691276171089556e-200,7.42101940365316e-197,0.7554858934169278,0.06333113890717577
8,ENSG00000146918,29.532389,4.0928183,1.1055401910008337e-191,3.151895084543377e-188,0.7915360501567398,0.17748518762343646
8,ENSG00000123485,29.227291,5.552675,8.729016751929347e-188,2.1331222936929062e-184,0.7288401253918495,0.05740618828176432
8,ENSG00000148773,29.173244,4.3288136,4.238141087043462e-187,9.062205179370683e-184,0.7727272727272727,0.1304805793285056
8,ENSG00000011426,29.133043,5.2924943,1.3700774275004578e-186,2.6040604972025367e-183,0.7304075235109718,0.06254114549045425
8,ENSG00000106462,28.77415,3.45408,4.5184013164367955e-182,7.729177291896783e-179,0.822884012539185,0.2596445029624753
8,ENSG00000198901,28.643171,4.5326996,1.9498867462267568e-180,3.0322511528140816e-177,0.7445141065830722,0.10414746543778802
8,ENSG00000164104,28.582203,3.3312008,1.1182383363682802e-179,1.5940487484929834e-176,0.8385579937304075,0.297432521395655
8,ENSG00000151725,28.212635,4.3943777,4.0925786539101485e-175,5.385203881060538e-172,0.7413793103448276,0.11507570770243582
8,ENSG00000035499,27.803995,5.116465,3.881177820787431e-170,4.742244843027843e-167,0.700626959247649,0.06477946017116525
8,ENSG00000113810,27.74934,3.7637436,1.7747228098960212e-169,1.9102438256418107e-166,0.7617554858934169,0.19420671494404212
8,ENSG00000137807,27.749098,5.3515997,1.7867357190616726e-169,1.9102438256418107e-166,0.6959247648902821,0.06161948650427913
8,ENSG00000151503,27.129217,3.1867573,4.454113401662402e-162,4.48188610875512e-159,0.7946708463949843,0.29664252797893353
8,ENSG00000237649,26.79175,5.0384936,4.031940042328866e-158,3.831687020226532e-155,0.6755485893416928,0.05859117840684661
8,ENSG00000140525,26.65529,4.327578,1.554012887701516e-156,1.3991023398432701e-153,0.7021943573667712,0.11270572745227123
8,ENSG00000109805,26.607573,5.3285747,5.547907515320108e-156,4.745125297853289e-153,0.664576802507837,0.04884792626728111
9,ENSG00000184489,36.45699,3.3948593,5.3312312238520655e-291,9.119604131521343e-287,0.8945783132530121,0.4290451844687025
9,ENSG00000154277,33.128963,2.835747,1.1379670840637159e-240,9.733032469996962e-237,0.9226907630522089,0.503799917092718
9,ENSG00000109046,31.878387,2.0057657,5.322669161296869e-223,3.034985955771475e-219,0.9397590361445783,0.7543180876053613
9,ENSG00000198883,31.40023,3.531863,2.0087843731273562e-216,8.59056637167914e-213,0.7449799196787149,0.2261987011192483
9,ENSG00000153721,31.352959,3.081773,8.866347032288911e-216,3.0333546466866824e-212,0.8182730923694779,0.32858919441757634
9,ENSG00000272398,29.610582,2.3439562,1.0919440590293046e-192,3.1131325122925474e-189,0.8514056224899599,0.5372391875086362
9,ENSG00000108848,29.42264,1.6087304,2.819544128586646e-190,6.890160266229024e-187,0.9668674698795181,0.8035097416056377
9,ENSG00000139352,28.849897,3.255986,5.082002148469472e-183,1.086659109396485e-179,0.7449799196787149,0.24416194555755147
9,ENSG00000129158,28.58977,2.9313796,9.005007231749971e-180,1.7115517078479446e-176,0.7389558232931727,0.3748790935470499
9,ENSG00000175426,27.44894,3.3897746,7.153087454473234e-166,1.2236071399621916e-162,0.6686746987951807,0.20906452950117452
9,ENSG00000166959,26.089695,2.8124592,4.772605463756388e-150,6.803349088584731e-147,0.6927710843373494,0.27718667956335497
9,ENSG00000179915,25.833187,2.6344264,3.759563186488213e-147,4.9470067590821055e-144,0.7600401606425703,0.27704850075998344
9,ENSG00000006611,25.556522,3.1159406,4.646503437983423e-144,4.9676929881340274e-141,0.6214859437751004,0.17106535857399474
9,ENSG00000134443,25.54381,3.2584665,6.432766084675463e-144,6.472876273203439e-141,0.6465863453815262,0.1953848279673898
9,ENSG00000169855,25.466848,2.3912554,4.594036599758348e-143,4.365866115303683e-140,0.748995983935743,0.37653723918750864
9,ENSG00000078699,25.047482,1.9863049,1.8597287653014046e-138,1.674343171539254e-135,0.8283132530120482,0.5493989222053337
9,ENSG00000111319,24.286518,2.8473055,2.7215247869023517e-130,2.2168763335596013e-127,0.6214859437751004,0.20187923172585326
9,ENSG00000178031,23.28379,2.8285065,6.471164039865903e-120,4.812857915910702e-117,0.6094377510040161,0.22827138316982176
9,ENSG00000134769,23.146662,2.2099557,1.5707952987200375e-118,1.0748009751961984e-115,0.6947791164658634,0.34710515406936576
9,ENSG00000100505,22.988258,2.532009,6.109082276298077e-117,4.019306208398266e-114,0.6265060240963856,0.2396020450462899
