group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,gene_symbol
8,ENSG00000148773,29.173244,4.3288136,4.2381410870434624e-187,9.062205179370683e-184,0.7727272727272727,0.1304805793285056,MKI67
8,ENSG00000011426,29.133043,5.2924943,1.3700774275004578e-186,2.6040604972025367e-183,0.7304075235109718,0.0625411454904542,ANLN
8,ENSG00000106462,28.77415,3.45408,4.518401316436796e-182,7.729177291896783e-179,0.822884012539185,0.2596445029624753,EZH2
8,ENSG00000198901,28.643162,4.5326996,1.9503716919473007e-180,3.033005287495502e-177,0.7445141065830722,0.104147465437788,PRC1
8,ENSG00000164104,28.582203,3.3312008,1.1182383363682802e-179,1.5940487484929834e-176,0.8385579937304075,0.297432521395655,HMGB2
8,ENSG00000151725,28.212635,4.3943777,4.0925786539101485e-175,5.385203881060538e-172,0.7413793103448276,0.1150757077024358,CENPU
8,ENSG00000035499,27.803995,5.116465,3.881177820787431e-170,4.742244843027843e-167,0.700626959247649,0.0647794601711652,DEPDC1B
8,ENSG00000113810,27.74935,3.7637436,1.7742952725174812e-169,1.9102438256418107e-166,0.7617554858934169,0.1942067149440421,SMC4
8,ENSG00000137807,27.749098,5.3515997,1.7867357190616726e-169,1.9102438256418107e-166,0.6959247648902821,0.0616194865042791,KIF23
8,ENSG00000151503,27.129225,3.1867573,4.453064302600282e-162,4.4808304682517887e-159,0.7946708463949843,0.2966425279789335,NCAPD3
8,ENSG00000237649,26.79175,5.0384936,4.031940042328866e-158,3.831687020226532e-155,0.6755485893416928,0.0585911784068466,KIFC1
8,ENSG00000140525,26.65529,4.327578,1.5540128877015161e-156,1.3991023398432701e-153,0.7021943573667712,0.1127057274522712,FANCI
8,ENSG00000109805,26.607573,5.3285747,5.547907515320108e-156,4.745125297853289e-153,0.664576802507837,0.0488479262672811,NCAPG
9,ENSG00000184489,36.45698,3.3948593,5.332614270976324e-291,9.121969971932099e-287,0.8945783132530121,0.4290451844687025,PTP4A3
9,ENSG00000154277,33.128963,2.835747,1.137967084063716e-240,9.733032469996961e-237,0.9226907630522088,0.503799917092718,UCHL1
9,ENSG00000109046,31.878387,2.0057657,5.322669161296869e-223,3.034985955771475e-219,0.9397590361445785,0.7543180876053613,WSB1
9,ENSG00000198883,31.400215,3.531863,2.0096823780329058e-216,8.594406689657725e-213,0.7449799196787149,0.2261987011192483,PNMA5
