Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Endosomal Lumen Acidification (GO:0048388),7/11,0.00015900143405120126,0.0111697884291181,0,0,11.283066318926975,98.68843781374883,ATP6V1A;RNASEK;ATP6V1H;TMEM9;ATP6V0C;ATP6V1D;ATP6V1F
GO_Biological_Process_2023,Positive Regulation Of Triglyceride Biosynthetic Process (GO:0010867),7/11,0.00015900143405120126,0.0111697884291181,0,0,11.283066318926975,98.68843781374883,CTDNEP1;SCARB1;SREBF1;SLC27A1;NR1H2;NR1H3;LDLR
GO_Biological_Process_2023,Cellular Response To Reactive Oxygen Species (GO:0034614),22/73,0.00016121840257451872,0.0111697884291181,0,0,2.789294661289019,24.35821455586591,MPV17L;PRKCD;PXN;MPV17L2;TNFAIP3;PJVK;PEX10;CLU;SIRT1;MT3;RHOB;PRDX3;PRDX5;MAPK7;PPIF;SIRPA;ROMO1;MPV17;FXN;SQSTM1;PDK2;MAP3K5
GO_Biological_Process_2023,Long-Chain Fatty Acid Metabolic Process (GO:0001676),23/78,0.00016627291871362262,0.01118607085027,0,0,2.7043887147335424,23.533266152816868,ELOVL1;ACOT8;ABCD3;GPX4;ACSL1;ELOVL5;PNPLA8;GSTP1;PLA2G4C;EPHX1;ACSL4;ELOVL6;ABHD6;PTGR1;AIG1;CYP2C8;CPT2;GSTA1;PNPLA3;CYP2E1;ACAA1;DAGLB;FADS1
GO_Biological_Process_2023,Negative Regulation Of Protein Modification Process (GO:0031400),23/78,0.00016627291871362262,0.01118607085027,0,0,2.7043887147335424,23.533266152816868,PRKN;LYN;WWTR1;G6PD;CRTAP;PID1;LRRK2;PTEN;SORD;ATP2B4;P3H1;CIB1;SIRT1;KLHL31;LRP6;IBTK;ZC3H12A;CHP1;SIRPA;TSPO;DMD;SLIT2;PLPP3
GO_Biological_Process_2023,Negative Regulation Of Growth (GO:0045926),32/124,0.00016966352664243576,0.0112511155810598,0,0,2.2521706427718824,19.55265486375261,RB1;BMPR2;CDKN1B;DCUN1D3;MT1X;CCAR2;RERG;DNAJB2;GJA1;MT2A;SERTAD3;PPP2R1A;HYAL1;CCN3;RBBP7;SLIT2;MINAR1;TSPYL2;SMAD3;OSGIN1;MT3;SMARCA2;SIRT1;DCBLD2;BST2;BCL6;MT1F;TP53;VGLL4;HSPA1B;SIPA1;MT1E
GO_Biological_Process_2023,Alpha-Amino Acid Catabolic Process (GO:1901606),12/29,0.00019261343096925988,0.0124182159244347,0,0,4.5562215927804495,38.97767987273493,MCCC2;ALDH4A1;ALDH6A1;HIBADH;IVD;GOT2;HOGA1;HSD17B10;THNSL2;HPD;DDO;HIBCH
GO_Biological_Process_2023,Organic Cyclic Compound Biosynthetic Process (GO:1901362),12/29,0.00019261343096925988,0.0124182159244347,0,0,4.5562215927804495,38.97767987273493,MOCS2;HSD3B2;CYP21A2;CYP51A1;MOCOS;FDXR;PYCR3;LSS;PRLR;GPHN;CYP17A1;FDFT1
GO_Biological_Process_2023,Sphingolipid Metabolic Process (GO:0006665),26/94,0.0002047895643464103,0.0130223720232333,0,0,2.473601147776184,21.00959967305524,GLTP;SAMD8;SGMS1;TECR;CLN8;NEU3;UGCG;GM2A;PPP2R1A;SPTLC3;ALDH3B1;KDSR;SPTSSA;ELOVL1;ELOVL5;ORMDL1;ELOVL6;TEX2;SGPP1;PLA2G15;GALC;PRKD3;GLB1;PLPP3;CERS2;NSMAF
GO_Biological_Process_2023,Protein Polyubiquitination (GO:0000209),50/226,0.0002283166768023601,0.0143222434286021,0,0,1.8429873326219408,15.45303772292734,TRAF3IP2;RNF14;UBE2D3;UBE2D1;TNFAIP3;UBE2L6;UBE2L3;DDA1;TNFSF13B;TRIM8;TRIM6;TRIM5;BTRC;TRIM22;FBXO9;NHLRC3;DTX3L;UBE2E1;DDB2;RNF41;IFI27;UBE2V2;ANAPC4;RBCK1;TRIM56;PRKN;ANAPC13;NEDD4L;RNF6;NT5C2;RNF5;RNF135;RNF213;SHARPIN;UBE2H;SMURF1;AMFR;KLHL3;PEX10;UBE2G1;WWP2;KLHL20;UBE2W;UBOX5;MDM2;CTNNB1;STUB1;TRIM38;FBXL7;TRIM34
GO_Biological_Process_2023,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),51/232,0.0002343637246359364,0.0145055521301335,0,0,1.8280763435459568,15.280225230619848,MAPKBP1;TRAF3IP2;SLC44A2;TRADD;IFIT5;TNFAIP3;RORA;EDA2R;TRIM8;GJA1;TRIM6;LGALS1;TBK1;CASP8;TRIM5;ZC3H12A;TNFSF10;IKBKG;TRIM22;TICAM2;PDPK1;RHOC;JMJD8;SIRT1;MID2;TNFRSF1A;CARD19;RBCK1;TLR6;ALPK1;SQSTM1;PRKN;NLRX1;GSTP1;BCL10;TANK;SHARPIN;PLCG2;S100A13;FADD;LURAP1;CD74;STAT1;NR1H4;TNFRSF10B;CFLAR;BST2;PINK1;VAPA;TRIM38;TRIM34
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),76/381,0.00024102521029532327,0.0147215661340906,0,0,1.6202915086355516,13.49801506158381,FANK1;ARL6IP1;ARAF;FHL2;CIB1;PHB2;IFIT3;IGF1R;BABAM2;SHH;CCND2;HMGN5;AIFM2;CTSH;IER3;BNIP3L;GPX4;SERPINB9;SIRT1;PRLR;SUPV3L1;TMBIM4;CAT;TAX1BP1;PPIF;NUPR1;TP53;FXN;KANK2;NOTCH2;SHC1;SRC;GSTP1;LEF1;TAF9;GATA6;IFI6;NOL3;FSTL1;FOXO1;HSP90B1;HSPD1;PRDX3;SOCS2;PRDX2;SOCS3;CLN3;PRDX5;GRK5;DDRGK1;ZNF268;HSPA9;PLK3;CD74;TIGAR;SIAH2;NR1H4;DHCR24;CFLAR;MT3;NFKB1;TBX3;HIGD2A;KLHL20;DAB2;AXL;IL7;DNAJA3;BCL3;MDM2;CTNNB1;FAS;SPRY2;CIAPIN1;HSPA1B;BCL2L2
GO_Biological_Process_2023,Insulin Receptor Signaling Pathway (GO:0008286),16/47,0.0002660565688784074,0.0160394102952411,0,0,3.3337111848055474,27.442449087809926,BCAR3;IRS1;SHC1;INSR;RARRES2;FOXO4;IDE;SLC39A14;FOXO1;IGF1R;GRB14;NAMPT;PDK4;GRB2;PDK2;BCAR1
