names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,gene_symbol,comparison,state_A,state_B
ENSG00000117174,1.4582312,0.12185594,0.14477681925368457,0.28029705979180597,0.32711111111111113,ZNHIT6,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000163539,1.4582312,0.101658374,0.14477681925368457,0.28029705979180597,0.3502222222222222,CLASP2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000183775,1.4581989,2.1106274,0.14478573718697518,0.28029705979180597,0.042666666666666665,KCTD16,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000109046,1.457228,-0.016722262,0.14505347094084745,0.28078360008081205,0.704,WSB1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000150990,1.4569043,0.32386762,0.14514279974997704,0.28092472646787814,0.12977777777777777,DHX37,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000135636,1.4560628,1.8083423,0.1453752518472499,0.2813428055321933,0.044444444444444446,DYSF,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000157870,1.4554479,0.32513142,0.14554530089856954,0.2816081797501335,0.1448888888888889,PRXL2B,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000090376,1.4545741,1.8203733,0.14578721148701523,0.28204433835069925,0.044444444444444446,IRAK3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000101224,1.4534737,0.27537954,0.1460922773298306,0.28260256655027505,0.13244444444444445,CDC25B,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000146147,1.4532795,0.31602943,0.1461461631559353,0.2826748379630743,0.09244444444444444,MLIP,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000172530,1.4528264,0.31469122,0.14627195590015377,0.2828222083901922,0.08711111111111111,BANP,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000156787,1.4526322,0.31286713,0.14632589243167532,0.28287993155078545,0.12444444444444444,TBC1D31,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000198718,1.4525999,0.20527132,0.1463348833329183,0.28287993155078545,0.4222222222222222,TOGARAM1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000065534,1.4524704,1.3302053,0.14637085116491055,0.28291748926858307,0.056,MYLK,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000011600,1.4522762,1.1562097,0.14642481559510861,0.2829898198587649,0.06133333333333333,TYROBP,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000118557,1.4514024,1.2224543,0.1466678439192253,0.28342748961616226,0.048,PMFBP1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000112294,1.4503667,0.060376935,0.14695627689064386,0.28392072198908447,0.17066666666666666,ALDH5A1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000176454,1.4494929,0.20616762,0.1471999794440139,0.28429522957765624,0.08444444444444445,LPCAT4,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000153107,1.4485544,0.095397964,0.1474620780829539,0.28475460193029134,0.1351111111111111,ANAPC1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000056277,1.4484249,0.07938106,0.1474982575973185,0.28477485264782504,0.15733333333333333,ZNF280C,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000111879,1.4482955,0.1012028,0.147534443896272,0.2847832271499018,0.144,FAM184A,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000128271,1.4482307,1.228498,0.14755253959017767,0.2847832271499018,0.051555555555555556,ADORA2A,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000173110,1.4482307,1.1291368,0.14755253959017767,0.2847832271499018,0.05333333333333334,HSPA6,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000100263,1.4479071,0.019343484,0.1476430435073233,0.28492575611871307,0.18755555555555556,RHBDD3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000256453,1.447454,1.2008159,0.14776982025979338,0.2851382453879329,0.05333333333333334,DND1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000139318,1.4473892,1.0722364,0.1477879380133464,0.2851410407913719,0.05688888888888889,DUSP6,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000175220,1.4461594,0.2062574,0.1481324979463887,0.28577359985010997,0.44266666666666665,ARHGAP1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000101544,1.4451885,0.16995813,0.14840495217719937,0.2862669273729333,0.2862222222222222,ADNP2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000204071,1.4446383,0.943035,0.14855951270753634,0.2865327572866294,0.06488888888888888,TCEAL6,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000213337,1.4445735,0.5164821,0.14857770437812917,0.2865355367635037,0.09244444444444444,ANKRD39,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000075336,1.4424698,0.09412839,0.1491698601751235,0.28754785081763157,0.21511111111111111,TIMM21,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000167775,1.4409487,0.1859518,0.1495991552882154,0.28834289018143244,0.21155555555555555,CD320,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000181472,1.4407545,0.5613545,0.14965402669948155,0.28841615375409324,0.10933333333333334,ZBTB2,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000100413,1.4403338,0.20166829,0.1497729674318198,0.2886128625536453,0.3448888888888889,POLR3H,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000135299,1.4386185,0.30816728,0.15025862605521112,0.28948350684766766,0.08088888888888889,ANKRD6,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000010404,1.4381331,0.18157259,0.15039629439936908,0.2897011673738549,0.3688888888888889,IDS,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000169682,1.4381007,0.15010332,0.15040547570719076,0.2897011673738549,0.3288888888888889,SPNS1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000182362,1.4379065,0.14303465,0.15046057252850795,0.28977466265172896,0.16444444444444445,YBEY,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000021574,1.4377123,0.112919435,0.1505156847360902,0.2898481710115455,0.208,SPAST,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000092140,1.4375829,0.03990675,0.15055243475683214,0.2898863067256158,0.17244444444444446,G2E3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000186364,1.4321457,0.4212872,0.1521021202266362,0.29267253864981313,0.09155555555555556,NUDT17,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000136937,1.4318221,0.13911326,0.1521947449343433,0.2927848973062164,0.36177777777777775,NCBP1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000126458,1.4309483,0.66712284,0.1524450461190985,0.29313455023755614,0.06222222222222222,RRAS,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000040633,1.4276147,0.15330696,0.15340277664659369,0.29484358396816085,0.31555555555555553,PHF23,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000205923,1.426838,4.5901165,0.15362659304704113,0.29520742537212824,0.037333333333333336,CEMP1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000099949,1.4265144,0.12267096,0.15371992312276794,0.2952540989151211,0.35555555555555557,LZTR1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000119421,1.4255434,0.14003278,0.15400017198140586,0.2956927760594824,0.2693333333333333,NDUFA8,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000127824,1.425058,0.16099297,0.1541404419534916,0.29589839017724734,0.26222222222222225,TUBA4A,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000090932,1.4250256,24.671412,0.15414979673610646,0.29589839017724734,0.034666666666666665,DLL3,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
ENSG00000184524,1.4246372,2.6117694,0.15426208778347392,0.2960627480785487,0.04088888888888889,CEND1,AR_high_vs_Steroidogenic,Prostate epithelial - AR high,Steroidogenic-like
